,XAU_Returns,DXY_Returns,SPX_Returns,US10Y_Diff,VIX_Diff,XAUUSD_Close,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,Target_Next_Day_Gold,Regime
2010-08-06,0.0091682589199166,-0.0051850865398681,-0.0037108765803768,-0.04700017,-0.3599999999999994,1205.3,1194.3,1211.0,1192.65,-0.0015776148080463,1
2010-08-10,-0.0015776148080463,0.0048633521412111,-0.0005172337030639,-0.0769998999999996,0.6299899999999994,1203.4,1200.3,1207.6,1190.85,-0.0040383909668323,1
2010-08-11,-0.0040383909668323,0.0182850044047819,-0.0285833268406382,-0.0610001100000001,3.02,1198.55,1202.2,1207.95,1192.65,0.0118769590811872,1
2010-08-12,0.0118769590811872,0.004183725975168,-0.0053932797728319,-0.0809998499999999,0.3399999999999998,1212.87,1197.85,1216.5,1197.6,0.0,1
2010-08-13,0.0,0.0037805858428043,-0.0040317042303712,0.0659999799999999,0.5100100000000012,1212.87,1213.8,1217.6,1210.7,0.0098697560930335,0
2010-08-17,0.0098697560930335,-0.0087423516831345,0.0122389051362199,-0.1800000700000001,-1.9100100000000035,1224.9,1223.9,1229.05,1222.75,0.003626366406564,0
2010-08-18,0.003626366406564,-3.648547574426428e-05,0.0014816850014889,0.06800008,0.2600000000000015,1229.35,1224.6,1232.4,1217.4,0.0023967675438734,1
2010-08-19,0.0023967675438734,0.0027205943786216,-0.0170804091580983,-0.0030000199999999,1.8500000000000012,1232.3,1229.25,1237.4,1228.05,-0.0037398417572831,0
2010-08-20,-0.0037398417572831,0.0073714564264061,-0.0036696947092675,-0.0629999599999999,-0.9499899999999996,1227.7,1232.25,1233.8,1222.35,0.0014813491122621,0
2010-08-24,0.0014813491122621,0.0010709795672386,-0.0186673091886752,0.0269999499999999,1.9699999999999989,1229.52,1223.75,1235.55,1210.3,0.0082858970701868,2
2010-08-25,0.0082858970701868,0.0013821536150222,0.0032839816909079,-0.1140000799999998,-0.7600100000000012,1239.75,1228.4,1241.4,1228.4,-0.0020993992126877,0
2010-08-26,-0.0020993992126877,-0.0039351415141896,-0.007714480246337,0.0510001099999999,0.6700000000000017,1237.15,1238.95,1244.3,1234.3,0.0004606302634711,0
2010-08-27,0.0004606302634711,-0.0001929431065,0.0164507145333913,-0.0580000799999997,-2.9200000000000017,1237.72,1237.62,1242.3,1232.09,0.0081270513378577,0
2010-08-31,0.0081270513378577,0.0034192183564678,-0.0144378832511545,0.0490000199999998,1.6000000000000014,1247.82,1236.6,1249.85,1232.0,-0.0031464235419655,1
2010-09-01,-0.0031464235419655,-0.008206461541716,0.0290776583480764,-0.0599999399999999,-2.16,1243.9,1247.25,1254.74,1242.6,0.0048119428802571,0
2010-09-02,0.0048119428802571,-0.0007152165653248,0.0090399115421741,0.1099998900000001,-0.6999999999999993,1249.9,1243.95,1253.3,1243.9,-0.0028041519796923,0
2010-09-03,-0.0028041519796923,-0.0054109725226429,0.0131323625554026,0.0450000799999998,-1.8800000000000023,1246.4,1250.5,1253.85,1238.15,0.0063182519141451,1
2010-09-08,0.0063182519141451,0.0068893306029551,-0.0051194186367897,-0.0269999499999999,1.9400000000000013,1254.3,1253.9,1262.9,1253.55,-0.0078438052229822,0
2010-09-09,-0.0078438052229822,0.0010770972667675,0.0048205989722323,0.0559999900000001,-0.4400000000000013,1244.5,1254.25,1258.85,1242.55,0.0014854369714531,1
2010-09-10,0.0014854369714531,0.0002902547005355,0.0048515496768282,0.1080000399999998,-0.8199899999999971,1246.35,1243.25,1251.35,1236.95,0.0173004374617537,1
2010-09-14,0.0173004374617537,-0.0197590963565574,0.0103558184575615,-0.0160000299999998,-0.4300100000000029,1268.1,1245.42,1274.8,1244.95,-0.0012230486995945,2
2010-09-15,-0.0012230486995945,0.0050562631173845,0.0035349097654727,-0.0629999599999999,0.5400100000000023,1266.55,1268.3,1272.0,1263.45,0.0056293820544545,0
2010-09-16,0.0056293820544545,-0.0030725388574706,-0.0003644881870614,0.0399999599999998,-0.3800100000000022,1273.7,1267.0,1277.85,1265.05,0.0003139963916212,0
2010-09-17,0.0003139963916212,0.0019306568383632,0.0008265748720807,0.0409998900000001,0.2899899999999995,1274.1,1273.29,1282.9,1272.15,0.0084408473021,0
2010-09-21,0.0084408473021,-0.0118515694809552,0.0125279186988508,-0.0599999399999999,0.3400200000000026,1284.9,1278.2,1290.55,1271.3,0.004674248170065,1
2010-09-22,0.004674248170065,-0.0075997595434137,-0.0048371729190874,-0.12800002,0.1599799999999973,1290.92,1285.59,1296.25,1285.59,0.0004104756541019,0
2010-09-23,0.0004104756541019,0.0022522532043252,-0.0083661752808279,-0.02099991,1.3600100000000026,1291.45,1290.94,1296.1,1287.1,0.0038024328801707,0
2010-09-24,0.0038024328801707,-0.0077162328839721,0.0209728382218438,-0.0020001,-2.1599900000000005,1296.37,1292.55,1300.1,1290.05,0.0086253448562827,0
2010-09-28,0.0086253448562827,-0.0048103420219224,-0.0008448116441961,-0.0220000700000002,0.8900000000000006,1307.6,1293.35,1310.15,1281.52,0.0006116208141733,2
2010-09-29,0.0006116208141733,-0.0040962613949365,-0.0025911383655897,-0.0639998899999998,0.649989999999999,1308.4,1307.2,1313.45,1305.2,-0.0005733835519566,0
2010-09-30,-0.0005733835519566,0.0003684621827965,-0.0030884609816881,0.0380001,0.4499999999999993,1307.65,1307.85,1316.25,1296.2,0.0084526851121042,1
2010-10-01,0.0084526851121042,-0.008060856871334,0.0044066800929473,0.0069999699999998,-1.1999999999999993,1318.75,1306.7,1320.65,1306.5,0.0157240675736281,0
2010-10-05,0.0157240675736281,-0.0043507066323676,0.0125793274677389,-0.0329999899999999,-0.7400100000000016,1339.65,1313.9,1341.7,1312.6,0.0070293176467664,2
2010-10-06,0.0070293176467664,-0.0046798035580846,-0.0006722052030153,-0.0050001100000001,-0.2699799999999968,1349.1,1339.0,1349.8,1339.0,-0.0120431723469012,0
2010-10-07,-0.0120431723469012,1.292215050461358e-05,-0.0016479514348442,-0.0729999599999997,0.0699899999999971,1332.95,1348.15,1364.95,1326.05,0.0103740015370571,2
2010-10-08,0.0103740015370571,-0.0008014892615826,0.0061036428141756,-0.0160000300000002,-0.8499899999999982,1346.85,1331.35,1349.75,1324.95,0.0011872520223666,2
2010-10-12,0.0011872520223666,0.0004913115531184,0.0039573141942571,0.0039999500000003,-1.7800200000000004,1348.45,1353.8,1355.25,1340.85,0.017299167262812,0
2010-10-13,0.017299167262812,-0.0037815552011923,0.007095822981469,0.04400015,0.1400199999999998,1371.98,1349.4,1374.5,1349.4,0.0057560808374028,2
2010-10-14,0.0057560808374028,-0.0055166093144331,-0.0036481028252295,-0.0040001900000001,0.8099899999999991,1379.9,1371.85,1387.15,1370.6,-0.008368858654059,1
2010-10-15,-0.008368858654059,0.0051272820669903,0.00202553260742,0.0800001599999999,-0.8499999999999979,1368.4,1379.55,1385.5,1362.5,-0.026060106669865,1
2010-10-19,-0.026060106669865,0.0147272753609178,-0.0087870800950182,0.0060000399999999,1.599999999999998,1333.2,1369.37,1371.05,1328.45,0.0081425766435179,2
2010-10-20,0.0081425766435179,-0.0130412842474575,0.0104690662541423,-0.0340001499999997,-0.8400099999999995,1344.1,1331.3,1347.35,1330.85,-0.0142744495197026,1
2010-10-21,-0.0142744495197026,0.0031955729086869,0.0017723659783045,0.0,-0.51999,1325.05,1343.8,1349.05,1318.28,0.002487375971535,2
2010-10-22,0.002487375971535,0.0006972690578838,0.0023864542032575,0.0610001099999997,-0.4899999999999984,1328.35,1323.65,1328.6,1315.22,0.0084334913911145,0
2010-10-26,0.0084334913911145,0.0030416314208863,0.0021615057893851,0.0230000000000001,1.4399999999999975,1339.6,1338.2,1343.6,1328.3,-0.0117891359764381,1
2010-10-27,-0.0117891359764381,0.0056590487037728,-0.0026941559903084,0.0799999200000001,0.4900100000000016,1323.9,1339.85,1343.55,1319.15,0.0140261065610398,2
2010-10-28,0.0140261065610398,-0.0108198177570856,0.0011241511941456,0.0769998999999996,0.1699899999999985,1342.6,1323.55,1345.95,1323.15,0.0122882588530711,1
2010-10-29,0.0122882588530711,-0.0005434290505984,-0.00043936731814,-0.0629999599999999,0.3200000000000003,1359.2,1344.2,1359.45,1335.55,-0.0028808378031705,2
2010-11-02,-0.0028808378031705,-0.0070655150155367,0.0086754750353409,-0.0339999199999998,0.3700100000000006,1355.29,1351.95,1359.9,1350.55,-0.0060984373082301,0
2010-11-03,-0.0060984373082301,-0.003146155085614,0.0036712940509606,-0.03800011,-2.010010000000001,1347.05,1357.35,1364.7,1325.7,0.0328963821481999,2
2010-11-04,0.0328963821481999,-0.0078628418455777,0.0190992238161778,-0.0079998899999997,-1.0399999999999991,1392.1,1348.1,1393.4,1347.25,0.0009692880082539,2
2010-11-05,0.0009692880082539,0.0087384929219241,0.0039151469556092,-0.08599997,-0.2600100000000012,1393.45,1392.55,1398.35,1373.55,-0.0004306786844735,2
2010-11-09,-0.0004306786844735,0.0116241868395627,-0.0102081443999238,0.06500006,0.8200099999999999,1392.85,1409.45,1424.5,1382.9,0.007859331259547,2
2010-11-10,0.007859331259547,0.0024632936744893,0.004366585752434,0.1050000199999998,-0.6099999999999994,1403.84,1392.9,1410.15,1384.2,0.0031222576723362,2
2010-11-11,0.0031222576723362,0.0074815396676767,-0.0042512141320765,-0.0240001699999998,0.1700000000000017,1408.23,1403.65,1417.75,1397.36,-0.0288375893232876,1
2010-11-12,-0.0288375893232876,-0.0017274586986644,-0.0118787014823403,0.0169000599999997,1.9699999999999989,1368.2,1408.34,1410.3,1360.1,-0.0211622706779272,2
2010-11-16,-0.0211622706779272,0.014342996945305,-0.017556338291028,0.3111000100000001,1.9699999999999989,1339.55,1360.28,1364.75,1329.83,-0.0026611466103324,2
2010-11-17,-0.0026611466103324,-0.0015919747635541,0.000212140369835,-0.12199998,-0.8200099999999999,1335.99,1339.54,1344.98,1330.91,0.0128734640438219,0
2010-11-18,0.0128734640438219,-0.0059226176764217,0.0152406035063402,0.0369999399999998,-3.0099899999999984,1353.3,1335.75,1359.5,1335.75,-4.433705026322489e-05,2
2010-11-19,-4.433705026322489e-05,-0.0014383821320198,0.0025371192284322,0.0190000500000002,-0.7100100000000005,1353.24,1353.3,1363.39,1341.78,0.0169914736431375,1
2010-11-23,0.0169914736431375,0.0148815844942003,-0.0159636402136424,-0.09500003,2.5900099999999995,1376.43,1366.5,1382.55,1356.4,-0.0024367990352381,2
2010-11-24,-0.0024367990352381,0.0023315877887867,0.0148127193500088,-0.02399993,-1.0700000000000005,1373.08,1376.18,1381.5,1369.5,0.0093150027838243,0
2010-11-30,0.0093150027838243,0.0164909177298711,-0.014965179033188,0.04399992,3.979990000000001,1385.93,1366.2,1389.9,1363.05,0.0011537935845467,2
2010-12-01,0.0011537935845467,-0.0059540161563341,0.0213867081574661,-0.02900005,-2.17999,1387.53,1386.2,1396.98,1382.05,-0.0017528488274144,0
2010-12-02,-0.0017528488274144,-0.0050926726054907,0.0127370316430188,0.16900015,-1.9699999999999989,1385.1,1387.7,1398.62,1383.16,0.0204734092492774,1
2010-12-03,0.0204734092492774,-0.0115983264094117,0.0025999098954114,0.0299999699999999,-1.3800100000000022,1413.75,1384.8,1415.74,1384.8,-0.0086099033676787,2
2010-12-07,-0.0086099033676787,0.006028881443606,-0.0007841664141488,-0.0670001500000001,-0.0199799999999967,1401.63,1423.68,1431.3,1396.83,-0.0141402998396006,2
2010-12-08,-0.0141402998396006,0.0017515987813189,0.0036949019006636,0.2060000899999998,-0.25,1381.95,1401.97,1404.41,1371.47,0.0034961787167082,2
2010-12-09,0.0034961787167082,0.0008996289637523,0.0038354074189605,0.1370000799999999,-0.4900100000000016,1386.79,1381.93,1394.69,1380.5,-0.0009667273427692,0
2010-12-10,-0.0009667273427692,1.2489150050887168e-05,0.0059836840619496,-0.0590000099999996,0.3599999999999994,1385.45,1386.9,1392.25,1372.4,0.0073710849176089,1
2010-12-14,0.0073710849176089,-0.0088185873526528,0.0009589080465142,0.0639998899999998,0.0,1395.7,1393.88,1408.2,1392.07,-0.0111676653280971,1
2010-12-15,-0.0111676653280971,0.0112011595358656,-0.0051356287324678,0.1960001,0.3300000000000018,1380.2,1395.88,1397.3,1378.13,-0.0075052714415435,1
2010-12-16,-0.0075052714415435,-0.0028447746486092,0.0061660338211001,0.06500006,-0.5500000000000007,1369.88,1380.65,1386.44,1361.4,0.003694222058177,2
2010-12-17,0.003694222058177,0.0042392492697883,0.0008364230536136,-0.1040000899999999,-1.2800000000000011,1374.95,1369.9,1379.1,1365.03,0.0075354484743487,0
2010-12-21,0.0075354484743487,0.0042832998425268,0.0085571522475887,-0.09400011,0.3800100000000022,1385.35,1385.25,1392.2,1381.2,-7.218653002479053e-05,0
2010-12-22,-7.218653002479053e-05,0.0001114930782535,0.0033738653176371,-0.0369999399999998,-1.0400100000000023,1385.25,1385.45,1391.05,1383.3,-0.0039783054278483,0
2010-12-23,-0.0039783054278483,-0.0028655980607518,-0.0016457244701686,0.0450000799999998,1.0199999999999996,1379.75,1385.08,1388.4,1372.48,0.0187468918357855,1
2010-12-28,0.0187468918357855,-0.0016287357278584,0.0013835440011116,-0.0210001499999998,1.0500000000000007,1405.86,1383.55,1406.74,1382.85,0.0041029338835184,1
2010-12-29,0.0041029338835184,-0.0071053801349397,0.0010086210147884,0.1550002099999998,-0.2399999999999984,1411.64,1405.85,1414.1,1401.5,-0.0050351822706757,0
2010-12-30,-0.0050351822706757,-0.0034522401641998,-0.0015093383226483,-0.1270000900000001,0.2399999999999984,1404.55,1411.35,1414.8,1403.35,0.0114608958482366,0
2010-12-31,0.0114608958482366,-0.0062189176708058,-0.0001908154184647,0.0120000799999999,0.2300000000000004,1420.74,1404.5,1421.25,1404.35,-0.0289929193354926,1
2011-01-04,-0.0289929193354926,0.0052501508853864,0.0099374195839758,-0.0329999899999999,-0.370000000000001,1380.14,1414.65,1417.3,1375.1,-0.0014429232207415,2
2011-01-05,-0.0014429232207415,0.0101940745785347,0.0049945917332972,0.0039999500000003,-0.3599999999999994,1378.15,1380.1,1384.9,1364.3,-0.0049828250544332,1
2011-01-06,-0.0049828250544332,0.0066191276694593,-0.0021251493053446,0.125,0.3799899999999994,1371.3,1377.98,1379.8,1364.76,-0.0016421263748123,0
2011-01-07,-0.0016421263748123,0.0027317186631946,-0.0018465049346529,-0.0640001300000001,-0.2599899999999984,1369.05,1370.95,1378.85,1353.05,0.008871817635067,2
2011-01-11,0.008871817635067,-0.0020511813837017,0.002340946402465,-0.1119999900000001,-0.25,1381.25,1375.4,1386.74,1372.95,0.0046948443042076,0
2011-01-12,0.0046948443042076,-0.0101320508488857,0.0089672688501128,0.0529999700000001,-0.649989999999999,1387.75,1381.3,1388.85,1376.96,-0.0104452830822199,0
2011-01-13,-0.0104452830822199,-0.0105514036155031,-0.0017122492236479,0.0270001899999998,0.1499899999999989,1373.33,1387.8,1393.14,1369.9,-0.0084310934391844,1
2011-01-14,-0.0084310934391844,-0.0003662702989422,0.0073574255056363,-0.06800008,-0.9299999999999996,1361.8,1373.18,1378.1,1355.3,0.0059595891938101,1
2011-01-19,0.0059595891938101,-0.0066159098617896,-0.0087917433593419,0.07099987,1.8499999999999976,1369.94,1368.0,1379.25,1365.8,-0.0137664559475793,0
2011-01-20,-0.0137664559475793,0.002324356609364,-0.0012957717508255,-0.0329999999999999,0.6800100000000029,1351.21,1369.65,1371.15,1343.55,-0.0065116336482577,2
2011-01-21,-0.0065116336482577,-0.0077689583042083,0.0024106642558033,0.1140000900000002,0.4799899999999972,1342.44,1346.1,1350.4,1338.0,-0.0076946752742166,0
2011-01-25,-0.0076946752742166,-0.0027014067575596,0.0060826823861823,-0.0450000800000003,-0.879999999999999,1332.15,1334.0,1338.6,1322.75,0.0101573000684436,1
2011-01-26,0.0101573000684436,-0.0013341887803359,0.004212061981042,-0.0759999799999997,-0.9499999999999992,1345.75,1332.25,1346.6,1325.3,-0.0240734470771629,1
2011-01-27,-0.0240734470771629,-0.0021975912458672,0.0022417647678586,0.0910000799999997,-0.4900100000000016,1313.74,1345.65,1348.0,1310.71,0.0172734894709068,2
2011-01-28,0.0172734894709068,0.0052098154537393,-0.0180137485860165,-0.0320000599999996,3.890000000000001,1336.63,1313.7,1347.15,1308.45,0.00332373863987,2
2011-02-01,0.00332373863987,-0.013737329433769,0.0241891411307154,-0.01499987,-2.4099900000000005,1341.08,1332.45,1343.45,1325.65,-0.0046937915974617,1
2011-02-02,-0.0046937915974617,0.0011800941554316,-0.0027262788652279,0.0609998699999998,-0.3299999999999983,1334.8,1340.45,1344.8,1327.1,0.0144294061743261,1
2011-02-03,0.0144294061743261,0.0076175597201146,0.0023514734345755,0.04400015,-0.6099999999999994,1354.2,1335.15,1356.05,1325.1,-0.0042328418757755,2
2011-02-04,-0.0042328418757755,0.0037999429518316,0.0028800961095791,0.0679998400000001,-0.7600000000000016,1348.48,1353.95,1359.9,1345.2,0.0111502290879784,0
2011-02-08,0.0111502290879784,-0.0005767641130645,0.0103968395466454,0.0930001699999998,-0.1199999999999992,1363.6,1350.32,1368.25,1348.6,0.0,1
2011-02-09,0.0,-0.0046003679179399,-0.0027896973241534,0.0969998900000002,0.0599999999999987,1363.6,1363.66,1367.25,1357.95,7.33326000402035e-05,0
2011-02-10,7.33326000402035e-05,0.0078131912436149,0.0007492195980016,-0.0850000400000001,0.2200000000000006,1363.7,1362.89,1366.45,1351.1,-0.0052200243518091,1
2011-02-11,-0.0052200243518091,0.0026801113611439,0.0054922394398424,0.0499999500000001,-0.4000000000000003,1356.6,1363.4,1368.94,1353.75,0.0123660955776889,1
2011-02-15,0.0123660955776889,0.0014391881897995,-0.0008580590329112,-0.0769999000000001,0.6800000000000015,1373.48,1361.75,1376.75,1360.65,0.0005168015196893,1
2011-02-16,0.0005168015196893,-0.0044644070169978,0.0062379862455999,-0.02099991,0.3499999999999978,1374.19,1373.5,1382.0,1368.05,0.0069544183952789,0
2011-02-17,0.0069544183952789,-0.002918999883376,0.0030708906172792,0.0189998199999998,-0.129999999999999,1383.78,1374.2,1385.1,1374.05,0.0044488902500997,0
2011-02-18,0.0044488902500997,-0.0042528925266411,0.0019229055205082,-0.0469999299999996,-0.1600099999999997,1389.95,1383.9,1392.0,1381.55,0.0154206161199544,0
2011-02-23,0.0154206161199544,-0.003288776638629,-0.026872931333268,-0.1169998700000003,5.700009999999999,1411.55,1398.8,1416.85,1395.85,-0.0063250868251249,1
2011-02-24,-0.0063250868251249,-0.0045576451687179,-0.0009948345951537,0.02399993,-0.8099899999999991,1402.65,1411.33,1418.2,1392.45,0.0054320524335658,2
2011-02-25,0.0054320524335658,0.0028250802813361,0.0104952257735502,-0.0329999899999999,-2.100010000000001,1410.29,1402.43,1411.8,1400.01,0.0161143494476674,0
2011-03-01,0.0161143494476674,-0.0029289049216119,-0.0103191445001042,-0.0280001199999997,1.7899899999999995,1433.2,1411.25,1434.9,1409.65,0.0004185559879729,2
2011-03-02,0.0004185559879729,-0.0049180426996451,0.0016139090306173,-0.0189998099999999,-0.3099899999999991,1433.8,1433.18,1440.45,1427.85,-0.0127536007447803,0
2011-03-03,-0.0127536007447803,-0.0024550464816715,0.0170724118095288,0.0679998399999997,-2.0999899999999982,1415.63,1434.49,1436.3,1410.45,0.0106520775894386,2
2011-03-04,0.0106520775894386,-0.0010857977427764,-0.0074054302804431,0.0880000600000001,0.4599899999999977,1430.79,1415.6,1432.2,1413.7,-0.0013918081411956,1
2011-03-08,-0.0013918081411956,0.0051959019753949,0.0005070053873876,-0.0429999900000002,0.7600100000000012,1428.8,1431.95,1436.79,1423.6,0.0012799755544612,0
2011-03-09,0.0012799755544612,-0.0010031332467895,-0.0013626868232272,0.03500009,0.3999899999999989,1430.63,1428.78,1436.3,1423.16,-0.0134052622955898,0
2011-03-10,-0.0134052622955898,0.0072079638292273,-0.0190512543695794,-0.0820000199999997,1.66,1411.58,1430.65,1431.89,1403.25,0.0041427832826161,2
2011-03-11,0.0041427832826161,-0.0064913374149809,0.0070555307518902,-0.1070001099999999,-1.8000000000000007,1417.44,1411.65,1424.25,1405.05,-0.0156068196033824,1
2011-03-15,-0.0156068196033824,-0.0058522478657817,-0.0173312150803817,0.0030000199999999,4.240010000000002,1395.49,1428.64,1428.75,1381.25,0.0027622350147398,2
2011-03-16,0.0027622350147398,0.0046141158530873,-0.019687489643372,-0.0580000900000001,5.079979999999999,1399.35,1394.64,1406.3,1392.61,0.0024552675655918,0
2011-03-17,0.0024552675655918,-0.0083812907957051,0.0133092931177746,-0.1150000100000001,-3.029989999999998,1402.79,1399.65,1405.1,1386.96,0.0109535555980834,1
2011-03-18,0.0109535555980834,-0.0042567556155351,0.0042931297626278,0.06500006,-1.93,1418.24,1403.8,1423.9,1402.41,0.00660606503768,1
2011-03-22,0.00660606503768,-0.0037578111331685,0.0113255543116445,0.0750000500000003,-4.229990000000001,1427.64,1426.29,1432.15,1419.76,0.0059780053997821,0
2011-03-23,0.0059780053997821,0.0047610320843037,0.0029097272498432,-0.0039999500000003,-1.0400099999999988,1436.2,1428.34,1441.05,1426.01,-0.0046829993912745,0
2011-03-24,-0.0046829993912745,-0.001822384129316,0.0092973974423822,0.0260000200000001,-1.1700000000000017,1429.49,1437.75,1447.7,1424.2,0.0,1
2011-03-25,0.0,0.0073877852097901,0.0031561399347577,0.0529999700000001,-0.0899999999999998,1429.49,1432.4,1437.9,1422.3,-0.0079363266315573,0
2011-03-29,-0.0079363266315573,0.000419765724422,0.0042837026815243,0.0339999199999998,0.25,1418.19,1420.25,1423.3,1411.25,0.0032453504209149,0
2011-03-30,0.0032453504209149,-0.0017195328683812,0.006662410865996,0.04999996,-0.4499899999999996,1422.8,1418.19,1430.4,1412.16,0.005320373269058,1
2011-03-31,0.005320373269058,-0.0034347788333612,-0.0018311366072702,-0.0469999300000001,0.0300000000000011,1430.39,1423.0,1439.51,1420.76,-0.0013291920470504,1
2011-04-01,-0.0013291920470504,-0.0003164348368417,0.0049506541464152,0.0260000200000001,-0.3400200000000026,1428.49,1432.84,1436.45,1412.9,0.0183192274250353,1
2011-04-05,0.0183192274250353,0.0006459480170553,0.000165100711809,-0.0450000799999998,-0.1499899999999989,1454.9,1434.2,1457.2,1430.2,0.0028072457683581,2
2011-04-06,0.0028072457683581,-0.0048614325974427,0.0021812711737267,0.06200004,-0.350010000000001,1458.99,1455.93,1462.3,1451.66,-0.0010903892535193,0
2011-04-07,-0.0010903892535193,0.0009397812722193,-0.0015211407740053,0.0620000299999996,0.2100100000000004,1457.4,1458.99,1465.15,1452.81,0.0117937719575104,0
