,XAU_Returns,DXY_Returns,SPX_Returns,US10Y_Diff,VIX_Diff,XAUUSD_Close,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,Target_Next_Day_Gold
2010-07-14,-0.002935402624557219,-0.0025977305428296718,-0.00015521499590610117,0.05800009000000017,0.33000000000000185,1207.6,1211.15,1218.15,1202.9,0.0009518489348205151
2010-07-15,0.0009518489348205151,-0.010458934746474708,0.0011954464955711874,-0.07400012,0.25,1208.75,1206.6,1217.3,1204.1,-0.013241366019796662
2010-07-16,-0.013241366019796662,-0.0008724946628473475,-0.029242932098749713,-0.05299997000000012,1.1099999999999994,1192.85,1207.4,1210.8,1186.25,-0.0015353189221506303
2010-07-20,-0.0015353189221506303,0.003159177852774707,0.017315966368624192,-0.03600000999999997,-2.32001,1191.02,1182.75,1193.65,1175.61,-0.0051601395692376
2010-07-21,-0.0051601395692376,0.007776613164871768,-0.012902685652813713,-0.0069999699999998555,1.7100100000000005,1184.89,1190.04,1197.95,1183.6,0.00878908625554757
2010-07-22,0.00878908625554757,-0.00961522698132099,0.022263615685037746,-0.07200003000000033,-1.0100000000000016,1195.35,1184.9,1201.15,1181.3,-0.0052843605605921995
2010-07-23,-0.0052843605605921995,-0.0015873115371494706,0.008186429368369252,0.049999950000000126,-1.1600000000000001,1189.05,1194.25,1204.05,1184.3,-0.025036433516680962
2010-07-27,-0.025036433516680962,-0.003389030811465766,0.010088062093048428,0.06400013000000015,-0.2799999999999976,1159.65,1182.2,1187.15,1158.3,0.0030136065514595996
2010-07-28,0.0030136065514595996,-7.30086880662772e-05,-0.006946067738954189,0.052999969999999674,1.0599999999999987,1163.15,1162.32,1166.1,1157.05,0.0035615476725644477
2010-07-29,0.0035615476725644477,-0.0066294538194984695,-0.0041673144027251485,-0.05900000999999966,-0.120000000000001,1167.3,1163.0,1169.55,1159.6,0.011710483645099292
2010-07-30,0.011710483645099292,-0.00118890775456779,6.354595509431585e-05,-0.002000090000000121,-0.629999999999999,1181.05,1167.25,1183.55,1166.05,0.004140267849238401
2010-08-03,0.004140267849238401,-0.011632412906836448,0.01697564684038422,-0.024999859999999874,-0.870000000000001,1185.95,1182.35,1190.55,1179.7,0.006722996875864711
2010-08-04,0.006722996875864711,0.0036659111697823045,0.006032851860419904,-0.05400014000000031,-0.41998999999999853,1193.95,1184.7,1203.0,1184.7,0.00029310164556100096
2010-08-05,0.00029310164556100096,-0.0008286080478052093,-0.0012693905523797281,0.044000150000000016,-0.10999999999999943,1194.3,1193.95,1200.25,1190.15,0.00916825891991662
2010-08-06,0.00916825891991662,-0.0051850865398681886,-0.0037108765803768487,-0.04700017000000001,-0.35999999999999943,1205.3,1194.3,1211.0,1192.65,-0.001577614808046387
2010-08-10,-0.001577614808046387,0.0048633521412111596,-0.000517233703063997,-0.07699989999999968,0.6299899999999994,1203.4,1200.3,1207.6,1190.85,-0.0040383909668323175
2010-08-11,-0.0040383909668323175,0.018285004404781917,-0.02858332684063827,-0.06100011000000016,3.0199999999999996,1198.55,1202.2,1207.95,1192.65,0.011876959081187292
2010-08-12,0.011876959081187292,0.004183725975168013,-0.005393279772831977,-0.08099984999999998,0.33999999999999986,1212.87,1197.85,1216.5,1197.6,0.0
2010-08-13,0.0,0.0037805858428043558,-0.004031704230371289,0.06599997999999996,0.5100100000000012,1212.87,1213.8,1217.6,1210.7,0.00986975609303352
2010-08-17,0.00986975609303352,-0.00874235168313459,0.012238905136219915,-0.18000007000000018,-1.9100100000000033,1224.9,1223.9,1229.05,1222.75,0.003626366406564041
2010-08-18,0.003626366406564041,-3.648547574426428e-05,0.001481685001488934,0.06800008000000002,0.26000000000000156,1229.35,1224.6,1232.4,1217.4,0.0023967675438734595
2010-08-19,0.0023967675438734595,0.002720594378621686,-0.01708040915809832,-0.003000019999999992,1.8500000000000014,1232.3,1229.25,1237.4,1228.05,-0.0037398417572831926
2010-08-20,-0.0037398417572831926,0.007371456426406165,-0.0036696947092675234,-0.06299995999999997,-0.9499899999999997,1227.7,1232.25,1233.8,1222.35,0.0014813491122621658
2010-08-24,0.0014813491122621658,0.0010709795672386923,-0.018667309188675207,0.026999949999999995,1.9699999999999989,1229.52,1223.75,1235.55,1210.3,0.008285897070186805
2010-08-25,0.008285897070186805,0.0013821536150222498,0.0032839816909079997,-0.11400007999999984,-0.7600100000000012,1239.75,1228.4,1241.4,1228.4,-0.0020993992126877863
2010-08-26,-0.0020993992126877863,-0.003935141514189613,-0.007714480246337092,0.05100010999999993,0.6700000000000017,1237.15,1238.95,1244.3,1234.3,0.00046063026347117984
2010-08-27,0.00046063026347117984,-0.00019294310650007495,0.016450714533391333,-0.05800007999999979,-2.9200000000000017,1237.72,1237.62,1242.3,1232.09,0.008127051337857757
2010-08-31,0.008127051337857757,0.0034192183564678486,-0.01443788325115452,0.04900001999999981,1.6000000000000014,1247.82,1236.6,1249.85,1232.0,-0.0031464235419655143
2010-09-01,-0.0031464235419655143,-0.008206461541716004,0.02907765834807642,-0.059999939999999974,-2.16,1243.9,1247.25,1254.74,1242.6,0.004811942880257126
2010-09-02,0.004811942880257126,-0.000715216565324848,0.009039911542174104,0.1099998900000001,-0.6999999999999993,1249.9,1243.95,1253.3,1243.9,-0.00280415197969234
2010-09-03,-0.00280415197969234,-0.005410972522642969,0.013132362555402658,0.04500007999999989,-1.8800000000000026,1246.4,1250.5,1253.85,1238.15,0.006318251914145188
2010-09-08,0.006318251914145188,0.006889330602955198,-0.005119418636789796,-0.026999949999999995,1.9400000000000013,1254.3,1253.9,1262.9,1253.55,-0.00784380522298225
2010-09-09,-0.00784380522298225,0.0010770972667675956,0.0048205989722323915,0.05599999000000011,-0.4400000000000013,1244.5,1254.25,1258.85,1242.55,0.001485436971453191
2010-09-10,0.001485436971453191,0.0002902547005355683,0.004851549676828218,0.10800003999999985,-0.8199899999999971,1246.35,1243.25,1251.35,1236.95,0.017300437461753772
2010-09-14,0.017300437461753772,-0.019759096356557496,0.010355818457561566,-0.016000029999999832,-0.4300100000000029,1268.1,1245.42,1274.8,1244.95,-0.0012230486995945182
2010-09-15,-0.0012230486995945182,0.0050562631173845015,0.00353490976547272,-0.06299995999999997,0.5400100000000023,1266.55,1268.3,1272.0,1263.45,0.005629382054454579
2010-09-16,0.005629382054454579,-0.0030725388574706007,-0.0003644881870614647,0.039999959999999835,-0.3800100000000022,1273.7,1267.0,1277.85,1265.05,0.0003139963916212859
2010-09-17,0.0003139963916212859,0.0019306568383632206,0.0008265748720807875,0.04099989000000015,0.2899899999999995,1274.1,1273.29,1282.9,1272.15,0.008440847302100006
2010-09-21,0.008440847302100006,-0.011851569480955284,0.012527918698850848,-0.059999939999999974,0.34002000000000265,1284.9,1278.2,1290.55,1271.3,0.004674248170065003
2010-09-22,0.004674248170065003,-0.007599759543413705,-0.00483717291908741,-0.12800002,0.15997999999999735,1290.92,1285.59,1296.25,1285.59,0.0004104756541019856
2010-09-23,0.0004104756541019856,0.0022522532043252746,-0.008366175280827977,-0.02099991000000001,1.3600100000000026,1291.45,1290.94,1296.1,1287.1,0.0038024328801707337
2010-09-24,0.0038024328801707337,-0.007716232883972166,0.02097283822184383,-0.00200010000000006,-2.1599900000000005,1296.37,1292.55,1300.1,1290.05,0.008625344856282757
2010-09-28,0.008625344856282757,-0.004810342021922491,-0.0008448116441961468,-0.02200007000000026,0.8900000000000006,1307.6,1293.35,1310.15,1281.52,0.0006116208141733298
2010-09-29,0.0006116208141733298,-0.0040962613949365725,-0.0025911383655897063,-0.06399988999999984,0.649989999999999,1308.4,1307.2,1313.45,1305.2,-0.0005733835519566604
2010-09-30,-0.0005733835519566604,0.0003684621827965296,-0.0030884609816881144,0.03800010000000009,0.4499999999999993,1307.65,1307.85,1316.25,1296.2,0.008452685112104254
2010-10-01,0.008452685112104254,-0.008060856871334034,0.004406680092947396,0.0069999699999998555,-1.1999999999999993,1318.75,1306.7,1320.65,1306.5,0.015724067573628108
2010-10-05,0.015724067573628108,-0.004350706632367669,0.012579327467738924,-0.03299998999999998,-0.7400100000000016,1339.65,1313.9,1341.7,1312.6,0.007029317646766417
2010-10-06,0.007029317646766417,-0.004679803558084695,-0.0006722052030153325,-0.005000110000000113,-0.2699799999999968,1349.1,1339.0,1349.8,1339.0,-0.01204317234690126
2010-10-07,-0.01204317234690126,1.2922150504613581e-05,-0.001647951434844234,-0.07299995999999975,0.06998999999999711,1332.95,1348.15,1364.95,1326.05,0.01037400153705712
2010-10-08,0.01037400153705712,-0.0008014892615826012,0.006103642814175685,-0.016000030000000276,-0.8499899999999982,1346.85,1331.35,1349.75,1324.95,0.0011872520223666424
2010-10-12,0.0011872520223666424,0.0004913115531184383,0.003957314194257122,0.003999950000000307,-1.7800200000000004,1348.45,1353.8,1355.25,1340.85,0.01729916726281205
2010-10-13,0.01729916726281205,-0.003781555201192392,0.00709582298146908,0.044000150000000016,0.1400199999999998,1371.98,1349.4,1374.5,1349.4,0.005756080837402829
2010-10-14,0.005756080837402829,-0.00551660931443312,-0.003648102825229549,-0.004000190000000181,0.8099899999999991,1379.9,1371.85,1387.15,1370.6,-0.008368858654059085
2010-10-15,-0.008368858654059085,0.005127282066990364,0.0020255326074200258,0.08000015999999999,-0.8499999999999979,1368.4,1379.55,1385.5,1362.5,-0.02606010666986507
2010-10-19,-0.02606010666986507,0.014727275360917896,-0.008787080095018267,0.006000039999999984,1.5999999999999979,1333.2,1369.37,1371.05,1328.45,0.008142576643517932
2010-10-20,0.008142576643517932,-0.01304128424745753,0.010469066254142375,-0.034000149999999785,-0.8400099999999995,1344.1,1331.3,1347.35,1330.85,-0.014274449519702631
2010-10-21,-0.014274449519702631,0.0031955729086869324,0.0017723659783045339,0.0,-0.51999,1325.05,1343.8,1349.05,1318.28,0.002487375971535071
2010-10-22,0.002487375971535071,0.000697269057883829,0.0023864542032575107,0.06100010999999972,-0.48999999999999844,1328.35,1323.65,1328.6,1315.22,0.008433491391114573
2010-10-26,0.008433491391114573,0.0030416314208863574,0.002161505789385156,0.02300000000000013,1.4399999999999977,1339.6,1338.2,1343.6,1328.3,-0.011789135976438183
2010-10-27,-0.011789135976438183,0.005659048703772801,-0.002694155990308462,0.07999992000000011,0.4900100000000016,1323.9,1339.85,1343.55,1319.15,0.014026106561039893
2010-10-28,0.014026106561039893,-0.010819817757085659,0.0011241511941456764,0.07699989999999968,0.16998999999999853,1342.6,1323.55,1345.95,1323.15,0.012288258853071117
2010-10-29,0.012288258853071117,-0.0005434290505984567,-0.0004393673181400836,-0.06299995999999997,0.3200000000000003,1359.2,1344.2,1359.45,1335.55,-0.0028808378031705824
2010-11-02,-0.0028808378031705824,-0.007065515015536762,0.008675475035340914,-0.03399991999999985,0.3700100000000006,1355.29,1351.95,1359.9,1350.55,-0.006098437308230179
2010-11-03,-0.006098437308230179,-0.003146155085614007,0.0036712940509606175,-0.03800011000000003,-2.010010000000001,1347.05,1357.35,1364.7,1325.7,0.032896382148199954
2010-11-04,0.032896382148199954,-0.007862841845577732,0.01909922381617784,-0.007999889999999787,-1.0399999999999991,1392.1,1348.1,1393.4,1347.25,0.0009692880082539587
2010-11-05,0.0009692880082539587,0.00873849292192413,0.003915146955609237,-0.08599997000000004,-0.2600100000000012,1393.45,1392.55,1398.35,1373.55,-0.000430678684473594
2010-11-09,-0.000430678684473594,0.011624186839562742,-0.01020814439992385,0.06500006000000003,0.8200099999999999,1392.85,1409.45,1424.5,1382.9,0.007859331259547011
2010-11-10,0.007859331259547011,0.002463293674489354,0.004366585752434095,0.10500001999999986,-0.6099999999999994,1403.84,1392.9,1410.15,1384.2,0.0031222576723362186
2010-11-11,0.0031222576723362186,0.0074815396676767894,-0.0042512141320765855,-0.024000169999999876,0.1700000000000017,1408.23,1403.65,1417.75,1397.36,-0.028837589323287633
2010-11-12,-0.028837589323287633,-0.0017274586986644415,-0.011878701482340309,0.016900059999999772,1.9699999999999989,1368.2,1408.34,1410.3,1360.1,-0.02116227067792729
2010-11-16,-0.02116227067792729,0.014342996945305025,-0.01755633829102806,0.3111000100000001,1.9699999999999989,1339.55,1360.28,1364.75,1329.83,-0.0026611466103324067
2010-11-17,-0.0026611466103324067,-0.00159197476355414,0.00021214036983506886,-0.12199998000000001,-0.8200099999999999,1335.99,1339.54,1344.98,1330.91,0.012873464043821937
2010-11-18,0.012873464043821937,-0.005922617676421732,0.015240603506340206,0.03699993999999984,-3.0099899999999984,1353.3,1335.75,1359.5,1335.75,-4.433705026322489e-05
2010-11-19,-4.433705026322489e-05,-0.0014383821320198662,0.0025371192284322393,0.019000050000000268,-0.7100100000000005,1353.24,1353.3,1363.39,1341.78,0.01699147364313759
2010-11-23,0.01699147364313759,0.01488158449420037,-0.015963640213642466,-0.09500003000000001,2.5900099999999995,1376.43,1366.5,1382.55,1356.4,-0.0024367990352381036
2010-11-24,-0.0024367990352381036,0.0023315877887867577,0.014812719350008895,-0.023999930000000003,-1.0700000000000003,1373.08,1376.18,1381.5,1369.5,0.009315002783824354
2010-11-30,0.009315002783824354,0.01649091772987111,-0.014965179033188,0.04399992000000008,3.979990000000001,1385.93,1366.2,1389.9,1363.05,0.001153793584546777
2010-12-01,0.001153793584546777,-0.0059540161563341985,0.02138670815746615,-0.029000050000000055,-2.17999,1387.53,1386.2,1396.98,1382.05,-0.0017528488274144718
2010-12-02,-0.0017528488274144718,-0.0050926726054907325,0.012737031643018829,0.16900015000000002,-1.9699999999999989,1385.1,1387.7,1398.62,1383.16,0.020473409249277402
2010-12-03,0.020473409249277402,-0.011598326409411752,0.0025999098954114317,0.029999969999999987,-1.3800100000000022,1413.75,1384.8,1415.74,1384.8,-0.00860990336767874
2010-12-07,-0.00860990336767874,0.00602888144360607,-0.0007841664141488299,-0.06700015000000015,-0.019979999999996778,1401.63,1423.68,1431.3,1396.83,-0.014140299839600615
2010-12-08,-0.014140299839600615,0.0017515987813189304,0.003694901900663627,0.20600008999999986,-0.25,1381.95,1401.97,1404.41,1371.47,0.0034961787167082795
2010-12-09,0.0034961787167082795,0.0008996289637523823,0.0038354074189605823,0.13700007999999997,-0.4900100000000016,1386.79,1381.93,1394.69,1380.5,-0.0009667273427692366
2010-12-10,-0.0009667273427692366,1.2489150050887167e-05,0.005983684061949668,-0.05900000999999966,0.35999999999999943,1385.45,1386.9,1392.25,1372.4,0.007371084917608929
2010-12-14,0.007371084917608929,-0.008818587352652818,0.0009589080465142711,0.06399988999999984,0.0,1395.7,1393.88,1408.2,1392.07,-0.011167665328097124
2010-12-15,-0.011167665328097124,0.011201159535865675,-0.005135628732467859,0.1960001,0.33000000000000185,1380.2,1395.88,1397.3,1378.13,-0.007505271441543508
2010-12-16,-0.007505271441543508,-0.0028447746486092262,0.006166033821100105,0.06500006000000003,-0.5500000000000007,1369.88,1380.65,1386.44,1361.4,0.0036942220581770912
2010-12-17,0.0036942220581770912,0.0042392492697883154,0.0008364230536136011,-0.10400008999999999,-1.2800000000000011,1374.95,1369.9,1379.1,1365.03,0.007535448474348741
2010-12-21,0.007535448474348741,0.0042832998425268816,0.008557152247588705,-0.09400011000000008,0.3800100000000022,1385.35,1385.25,1392.2,1381.2,-7.218653002479053e-05
2010-12-22,-7.218653002479053e-05,0.00011149307825355703,0.0033738653176371234,-0.03699993999999984,-1.0400100000000023,1385.25,1385.45,1391.05,1383.3,-0.00397830542784835
2010-12-23,-0.00397830542784835,-0.0028655980607518055,-0.0016457244701686808,0.04500007999999989,1.0199999999999996,1379.75,1385.08,1388.4,1372.48,0.018746891835785526
2010-12-28,0.018746891835785526,-0.0016287357278584418,0.0013835440011116947,-0.021000149999999884,1.0500000000000007,1405.86,1383.55,1406.74,1382.85,0.004102933883518401
2010-12-29,0.004102933883518401,-0.0071053801349397734,0.0010086210147884852,0.15500020999999986,-0.23999999999999844,1411.64,1405.85,1414.1,1401.5,-0.005035182270675721
2010-12-30,-0.005035182270675721,-0.0034522401641998678,-0.0015093383226483204,-0.12700009000000012,0.23999999999999844,1404.55,1411.35,1414.8,1403.35,0.011460895848236697
2010-12-31,0.011460895848236697,-0.006218917670805889,-0.0001908154184647296,0.012000079999999969,0.23000000000000043,1420.74,1404.5,1421.25,1404.35,-0.028992919335492657
2011-01-04,-0.028992919335492657,0.005250150885386471,0.009937419583975884,-0.03299998999999998,-0.370000000000001,1380.14,1414.65,1417.3,1375.1,-0.0014429232207415035
2011-01-05,-0.0014429232207415035,0.010194074578534704,0.0049945917332972515,0.003999950000000307,-0.35999999999999943,1378.15,1380.1,1384.9,1364.3,-0.004982825054433203
2011-01-06,-0.004982825054433203,0.006619127669459329,-0.0021251493053446057,0.125,0.3799899999999994,1371.3,1377.98,1379.8,1364.76,-0.0016421263748123273
2011-01-07,-0.0016421263748123273,0.002731718663194681,-0.0018465049346529077,-0.06400013000000015,-0.2599899999999984,1369.05,1370.95,1378.85,1353.05,0.008871817635067043
2011-01-11,0.008871817635067043,-0.0020511813837017757,0.0023409464024650717,-0.11199999000000016,-0.25,1381.25,1375.4,1386.74,1372.95,0.0046948443042076635
2011-01-12,0.0046948443042076635,-0.010132050848885762,0.00896726885011282,0.05299997000000012,-0.649989999999999,1387.75,1381.3,1388.85,1376.96,-0.010445283082219965
2011-01-13,-0.010445283082219965,-0.010551403615503196,-0.001712249223647914,0.02700018999999987,0.14998999999999896,1373.33,1387.8,1393.14,1369.9,-0.008431093439184474
2011-01-14,-0.008431093439184474,-0.00036627029894226756,0.007357425505636377,-0.06800008000000002,-0.9299999999999997,1361.8,1373.18,1378.1,1355.3,0.005959589193810155
2011-01-19,0.005959589193810155,-0.00661590986178967,-0.008791743359341917,0.07099987000000008,1.8499999999999979,1369.94,1368.0,1379.25,1365.8,-0.013766455947579316
2011-01-20,-0.013766455947579316,0.0023243566093640697,-0.0012957717508255116,-0.03299999999999992,0.6800100000000029,1351.21,1369.65,1371.15,1343.55,-0.006511633648257726
2011-01-21,-0.006511633648257726,-0.007768958304208327,0.0024106642558033367,0.11400009000000022,0.47998999999999725,1342.44,1346.1,1350.4,1338.0,-0.007694675274216624
2011-01-25,-0.007694675274216624,-0.002701406757559611,0.006082682386182342,-0.04500008000000033,-0.879999999999999,1332.15,1334.0,1338.6,1322.75,0.01015730006844369
2011-01-26,0.01015730006844369,-0.0013341887803359118,0.004212061981042009,-0.07599997999999974,-0.9499999999999993,1345.75,1332.25,1346.6,1325.3,-0.024073447077162996
2011-01-27,-0.024073447077162996,-0.0021975912458672116,0.0022417647678586914,0.0910000799999997,-0.4900100000000016,1313.74,1345.65,1348.0,1310.71,0.017273489470906876
2011-01-28,0.017273489470906876,0.005209815453739319,-0.01801374858601659,-0.032000059999999664,3.8900000000000006,1336.63,1313.7,1347.15,1308.45,0.003323738639870095
2011-02-01,0.003323738639870095,-0.01373732943376908,0.02418914113071542,-0.014999870000000026,-2.4099900000000005,1341.08,1332.45,1343.45,1325.65,-0.004693791597461761
2011-02-02,-0.004693791597461761,0.001180094155431681,-0.0027262788652279426,0.060999869999999845,-0.3299999999999983,1334.8,1340.45,1344.8,1327.1,0.014429406174326113
2011-02-03,0.014429406174326113,0.0076175597201146895,0.0023514734345755294,0.044000150000000016,-0.6099999999999994,1354.2,1335.15,1356.05,1325.1,-0.004232841875775539
2011-02-04,-0.004232841875775539,0.0037999429518316705,0.0028800961095791244,0.06799984000000014,-0.7600000000000016,1348.48,1353.95,1359.9,1345.2,0.011150229087978403
2011-02-08,0.011150229087978403,-0.0005767641130645906,0.01039683954664547,0.09300016999999983,-0.11999999999999922,1363.6,1350.32,1368.25,1348.6,0.0
2011-02-09,0.0,-0.00460036791793991,-0.0027896973241534964,0.0969998900000002,0.05999999999999872,1363.6,1363.66,1367.25,1357.95,7.33326000402035e-05
2011-02-10,7.33326000402035e-05,0.007813191243614943,0.0007492195980016669,-0.08500004000000017,0.22000000000000064,1363.7,1362.89,1366.45,1351.1,-0.005220024351809134
2011-02-11,-0.005220024351809134,0.0026801113611439288,0.005492239439842426,0.049999950000000126,-0.40000000000000036,1356.6,1363.4,1368.94,1353.75,0.012366095577688916
2011-02-15,0.012366095577688916,0.001439188189799536,-0.0008580590329112846,-0.07699990000000012,0.6800000000000015,1373.48,1361.75,1376.75,1360.65,0.0005168015196893632
2011-02-16,0.0005168015196893632,-0.004464407016997803,0.0062379862455999606,-0.02099991000000001,0.34999999999999787,1374.19,1373.5,1382.0,1368.05,0.006954418395278994
2011-02-17,0.006954418395278994,-0.002918999883376025,0.0030708906172792973,0.01899981999999989,-0.129999999999999,1383.78,1374.2,138 5.1,1374.05,0.004448890250099716
2011-02-18,0.004448890250099716,-0.004252892526641198,0.0019229055205082848,-0.04699992999999969,-0.16000999999999976,1389.95,1383.9,1392.0,1381.55,0.01542061611995443
2011-02-23,0.01542061611995443,-0.003288776638629014,-0.02687293133326807,-0.11699987000000034,5.700009999999999,1411.55,1398.8,1416.85,1395.85,-0.006325086825124935
2011-02-24,-0.006325086825124935,-0.004557645168717926,-0.0009948345951537798,0.023999930000000003,-0.8099899999999991,1402.65,1411.33,1418.2,1392.45,0.005432052433565815
2011-02-25,0.005432052433565815,0.0028250802813361417,0.010495225773550236,-0.03299998999999998,-2.100010000000001,1410.29,1402.43,1411.8,1400.01,0.016114349447667407
2011-03-01,0.016114349447667407,-0.0029289049216119963,-0.010319144500104252,-0.02800011999999974,1.7899899999999995,1433.2,1411.25,1434.9,1409.65,0.00041855598797296595
2011-03-02,0.00041855598797296595,-0.004918042699645145,0.0016139090306173224,-0.01899980999999995,-0.3099899999999991,1433.8,1433.18,1440.45,1427.85,-0.01275360074478039
2011-03-03,-0.01275360074478039,-0.0024550464816715002,0.01707241180952882,0.0679998399999997,-2.0999899999999982,1415.63,1434.49,1436.3,1410.45,0.010652077589438697
2011-03-04,0.010652077589438697,-0.0010857977427764663,-0.007405430280443107,0.08800006000000016,0.4599899999999977,1430.79,1415.6,1432.2,1413.7,-0.0013918081411956069
2011-03-08,-0.0013918081411956069,0.005195901975394962,0.0005070053873876562,-0.04299999000000021,0.7600100000000012,1428.8,1431.95,1436.79,1423.6,0.0012799755544612578
2011-03-09,0.0012799755544612578,-0.001003133246789505,-0.0013626868232272332,0.03500009000000004,0.39998999999999896,1430.63,1428.78,1436.3,1423.16,-0.013405262295589826
2011-03-10,-0.013405262295589826,0.007207963829227374,-0.019051254369579457,-0.08200001999999973,1.6600000000000001,1411.58,1430.65,1431.89,1403.25,0.004142783282616172
2011-03-11,0.004142783282616172,-0.006491337414980976,0.007055530751890258,-0.10700010999999998,-1.8000000000000007,1417.44,1411.65,1424.25,1405.05,-0.015606819603382427
2011-03-15,-0.015606819603382427,-0.0058522478657817255,-0.01733121508038171,0.003000019999999992,4.240010000000002,1395.49,1428.64,1428.75,1381.25,0.0027622350147398955
2011-03-16,0.0027622350147398955,0.004614115853087365,-0.01968748964337206,-0.05800009000000017,5.079979999999999,1399.35,1394.64,1406.3,1392.61,0.0024552675655918348
2011-03-17,0.0024552675655918348,-0.008381290795705102,0.013309293117774694,-0.11500001000000015,-3.029989999999998,1402.79,1399.65,1405.1,1386.96,0.010953555598083429
2011-03-18,0.010953555598083429,-0.004256755615535141,0.004293129762627889,0.06500006000000003,-1.9299999999999997,1418.24,1403.8,1423.9,1402.41,0.006606065037680026
2011-03-22,0.006606065037680026,-0.0037578111331685255,0.011325554311644549,0.07500005000000032,-4.229990000000001,1427.64,1426.29,1432.15,1419.76,0.0059780053997821195
2011-03-23,0.0059780053997821195,0.004761032084303714,0.002909727249843295,-0.003999950000000307,-1.0400099999999988,1436.2,1428.34,1441.05,1426.01,-0.004682999391274526
2011-03-24,-0.004682999391274526,-0.0018223841293160189,0.009297397442382284,0.026000020000000124,-1.1700000000000017,1429.49,1437.75,1447.7,1424.2,0.0
2011-03-25,0.0,0.007387785209790128,0.003156139934757779,0.05299997000000012,-0.08999999999999986,1429.49,1432.4,1437.9,1422.3,-0.00793632663155739
2011-03-29,-0.00793632663155739,0.00041976572442204715,0.004283702681524305,0.03399991999999985,0.25,1418.19,1420.25,1423.3,1411.25,0.0032453504209149597
2011-03-30,0.0032453504209149597,-0.0017195328683812375,0.006662410865996059,0.049999960000000065,-0.44998999999999967,1422.8,1418.19,1430.4,1412.16,0.005320373269058039
2011-03-31,0.005320373269058039,-0.0034347788333612744,-0.0018311366072702206,-0.046999930000000134,0.030000000000001137,1430.39,1423.0,1439.51,1420.76,-0.0013291920470504149
2011-04-01,-0.0013291920470504149,-0.00031643483684179447,0.004950654146415294,0.026000020000000124,-0.34002000000000265,1428.49,1432.84,1436.45,1412.9,0.018319227425035327
2011-04-05,0.018319227425035327,0.0006459480170553091,0.000165100711809039,-0.04500007999999989,-0.14998999999999896,1454.9,1434.2,1457.2,1430.2,0.0028072457683581908
2011-04-06,0.0028072457683581908,-0.004861432597442706,0.002181271173726725,0.062000040000000034,-0.35001000000000104,1458.99,1455.93,1462.3,1451.66,-0.0010903892535193112
2011-04-07,-0.0010903892535193112,0.0009397812722193665,-0.0015211407740053193,0.06200002999999965,0.21001000000000047,1457.4,1458.99,1465.15,1452.81,0.011793771957510414
